ar_time,noaa_ar_no,central_meridian_dist,latitude,corr_whole_spot_area,mcintosh,LL,number_of_spots,greenwich,original_central_meridian_dist,original_latitude
2012-11-22,11620,-44,-8,20,HSX,2,1,ALPHA,,
2012-11-22,11614,62,14,,NONE,,,PLAGE,,
2012-11-22,11615,76,7,,NONE,,,PLAGE,,
2012-11-22,11617,88,-18,,NONE,,,PLAGE,,
2012-11-23,11613,83,-24,60,HSX,2,1,ALPHA,,
2012-11-23,11616,42,19,30,DRO,10,4,BETA,,
2012-11-23,11618,13,8,350,EKC,13,30,BETA-GAMMA-DELTA,,
2012-11-23,11619,51,11,150,DAO,10,7,BETA,,
2012-11-23,11620,-30,-12,60,HSX,5,1,ALPHA,,
2012-11-23,11614,76,14,,NONE,,,PLAGE,,
2012-11-24,11616,55,19,30,DAO,10,4,BETA,,
2012-11-24,11618,27,8,450,EKC,12,37,BETA-GAMMA-DELTA,,
2012-11-24,11619,64,13,180,HSX,10,2,ALPHA,,
2012-11-24,11620,-16,-13,90,HAX,8,2,ALPHA,,
2012-11-24,11614,89,14,,NONE,,,PLAGE,,
2012-11-25,11616,69,19,20,DAO,8,5,BETA,,
2012-11-25,11618,41,8,340,EKC,13,22,BETA-GAMMA-DELTA,,
2012-11-25,11619,78,13,100,ESO,12,4,BETA,,
2012-11-25,11620,0,-12,20,CSO,9,5,BETA,,
2012-11-25,11621,-76,15,60,HAX,2,1,ALPHA,,
2012-11-26,11618,55,8,270,EKC,12,21,BETA-GAMMA-DELTA,,
2012-11-26,11620,14,-13,50,DAI,10,12,BETA-GAMMA,,
2012-11-26,11621,-62,15,100,HSX,3,1,ALPHA,,
2012-11-26,11616,83,19,,NONE,,,PLAGE,,
2012-11-27,11618,69,8,270,EKI,11,15,BETA-GAMMA-DELTA,,
2012-11-27,11620,28,-13,240,ESI,11,23,BETA-GAMMA,,
2012-11-27,11621,-48,15,110,HSX,4,1,ALPHA,,
2012-11-27,11622,-16,-24,10,BXO,4,2,BETA,,
2012-11-28,11618,81,9,170,EAO,12,10,BETA-GAMMA-DELTA,,
2012-11-28,11620,43,-12,260,EKC,11,22,BETA-GAMMA-DELTA,,
2012-11-28,11621,-37,16,130,CAO,3,2,BETA,,
2012-11-28,11623,-74,11,170,DSO,2,2,BETA,,
2012-11-28,11622,-2,-24,,NONE,,,PLAGE,,
2012-11-29,11620,57,-12,420,EKC,12,20,BETA-GAMMA-DELTA,,
2012-11-29,11621,-25,15,100,CSO,3,1,BETA,,
2012-11-29,11623,-60,9,360,EKO,11,3,BETA,,
2012-11-29,11624,-8,20,10,BXO,2,2,BETA,,
2012-11-29,11622,12,-24,,NONE,,,PLAGE,,
2012-11-30,11620,69,-13,350,EKC,14,16,BETA-GAMMA-DELTA,,
2012-11-30,11621,-10,15,130,HSX,2,1,ALPHA,,
2012-11-30,11623,-48,9,350,EKO,11,11,BETA-GAMMA,,
2012-11-30,11624,4,19,10,AXX,1,1,ALPHA,,
2012-11-30,11625,-51,15,230,DSO,8,10,BETA-GAMMA,,
2012-11-30,11622,26,-24,,NONE,,,PLAGE,,
2012-12-01,11620,81,-13,180,EAI,15,8,BETA-GAMMA,,
2012-12-01,11621,2,15,120,CSO,3,2,BETA,,
2012-12-01,11623,-35,8,210,DAO,8,9,BETA-GAMMA,,
2012-12-01,11625,-36,14,150,DAO,8,8,BETA-GAMMA,,
2012-12-01,11622,40,-24,,NONE,,,PLAGE,,
2012-12-01,11624,18,19,,NONE,,,PLAGE,,
2012-12-02,11621,16,15,100,CSO,3,3,BETA,,
2012-12-02,11623,-21,8,230,DAO,7,7,BETA-GAMMA,,
2012-12-02,11625,-21,14,110,DAO,7,9,BETA-GAMMA,,
2012-12-02,11622,54,-24,,NONE,,,PLAGE,,
2012-12-02,11624,32,19,,NONE,,,PLAGE,,
2012-12-03,11621,30,15,80,CSO,2,3,BETA,,
2012-12-03,11623,-8,8,130,DAO,7,4,BETA,,
2012-12-03,11625,-8,14,60,DAO,9,6,BETA,,
2012-12-03,11622,68,-24,,NONE,,,PLAGE,,
2012-12-03,11624,46,19,,NONE,,,PLAGE,,
2012-12-04,11621,42,17,80,DAO,3,4,BETA,,
2012-12-04,11623,5,8,140,CSO,7,6,BETA,,
2012-12-04,11625,5,14,60,DSO,8,4,BETA,,
2012-12-04,11624,60,19,,NONE,,,PLAGE,,
2012-12-05,11621,56,15,60,DAO,3,8,BETA,,
2012-12-05,11623,18,8,150,DSO,10,4,BETA,,
2012-12-05,11625,18,14,60,CSO,8,4,BETA,,
2012-12-05,11626,-24,11,10,HAX,1,2,ALPHA,,
2012-12-05,11624,74,19,,NONE,,,PLAGE,,
2012-12-06,11621,69,16,30,DAO,3,5,BETA,,
2012-12-06,11623,33,8,120,CSO,9,7,BETA,,
2012-12-06,11625,36,12,50,HSX,2,2,ALPHA,,
2012-12-06,11626,-12,11,10,BXO,2,2,BETA,,
2012-12-06,11627,9,-16,5,AXX,0,1,ALPHA,,
2012-12-06,11628,-65,10,5,AXX,0,1,ALPHA,,
2012-12-06,11624,88,19,,NONE,,,PLAGE,,
2012-12-07,11621,83,16,10,AXX,2,2,ALPHA,,
2012-12-07,11623,47,8,90,DSO,5,4,BETA,,
2012-12-07,11625,49,12,20,HSX,2,2,ALPHA,,
2012-12-07,11628,-51,9,10,AXX,1,1,ALPHA,,
2012-12-07,11626,2,11,,NONE,,,PLAGE,,
2012-12-07,11627,23,-16,,NONE,,,PLAGE,,
2012-12-08,11623,61,7,110,HSX,3,2,ALPHA,,
2012-12-08,11625,63,12,20,HSX,1,1,ALPHA,,
2012-12-08,11626,16,11,,NONE,,,PLAGE,,
2012-12-08,11627,37,-16,,NONE,,,PLAGE,,
2012-12-08,11628,-37,9,,NONE,,,PLAGE,,
2012-12-09,11623,74,7,40,HSX,2,1,ALPHA,,
2012-12-09,11625,77,12,10,AXX,1,1,ALPHA,,
2012-12-09,11629,-32,12,30,CRO,4,3,BETA,,
2012-12-09,11626,30,11,,NONE,,,PLAGE,,
2012-12-09,11627,51,-16,,NONE,,,PLAGE,,
2012-12-09,11628,-23,9,,NONE,,,PLAGE,,
2012-12-10,11623,87,7,40,HSX,2,1,ALPHA,,
2012-12-10,11629,-19,11,50,DAO,6,4,BETA,,
2012-12-10,11630,-2,18,40,DAO,5,5,BETA,,
2012-12-10,11626,44,11,,NONE,,,PLAGE,,
2012-12-10,11627,65,-16,,NONE,,,PLAGE,,
2012-12-10,11628,-9,9,,NONE,,,PLAGE,,
2012-12-11,11629,-4,11,70,DAI,7,14,BETA,,
2012-12-11,11630,11,19,70,DAI,7,15,BETA,,
2012-12-11,11626,58,11,,NONE,,,PLAGE,,
2012-12-11,11627,79,-16,,NONE,,,PLAGE,,
2012-12-11,11628,5,9,,NONE,,,PLAGE,,
2012-12-12,11629,10,11,120,DAO,8,15,BETA,,
2012-12-12,11630,25,19,90,CAI,7,20,BETA,,
2012-12-12,11626,72,11,,NONE,,,PLAGE,,
2012-12-12,11628,19,9,,NONE,,,PLAGE,,
2012-12-13,11629,24,11,120,DAO,9,15,BETA,,
2012-12-13,11630,39,19,30,DAI,7,15,BETA,,
2012-12-13,11631,8,20,30,DAO,3,7,BETA,,
2012-12-13,11632,14,16,10,CRO,3,5,BETA,,
2012-12-13,11626,86,11,,NONE,,,PLAGE,,
2012-12-13,11628,33,9,,NONE,,,PLAGE,,
2012-12-14,11629,36,11,120,DAI,9,14,BETA,,
2012-12-14,11630,52,20,50,DAO,7,8,BETA,,
2012-12-14,11631,20,21,70,DAI,6,10,BETA,,
2012-12-14,11632,28,17,20,BXO,5,5,BETA,,
2012-12-14,11628,47,9,,NONE,,,PLAGE,,
2012-12-15,11629,49,11,170,DAI,9,12,BETA,,
2012-12-15,11630,66,20,10,BXO,7,2,BETA,,
2012-12-15,11631,33,21,100,DAI,8,13,BETA,,
2012-12-15,11632,42,17,10,BXO,5,4,BETA,,
2012-12-15,11628,61,9,,NONE,,,PLAGE,,
2012-12-16,11629,62,11,170,DSO,9,9,BETA,,
2012-12-16,11631,46,21,120,DAI,9,19,BETA,,
2012-12-16,11632,56,17,0,AXX,1,1,ALPHA,,
2012-12-16,11633,-69,-7,270,EHI,15,8,BETA,,
2012-12-16,11634,-69,-13,90,HSX,2,1,ALPHA,,
2012-12-16,11628,74,9,,NONE,,,PLAGE,,
2012-12-16,11630,80,20,,NONE,,,PLAGE,,
2012-12-17,11629,75,11,80,DSO,9,7,BETA,,
2012-12-17,11631,60,20,140,DSI,9,15,BETA,,
2012-12-17,11633,-54,-7,260,EHO,12,11,BETA,,
2012-12-17,11634,-56,-12,90,HSX,3,1,ALPHA,,
2012-12-17,11628,87,9,,NONE,,,PLAGE,,
2012-12-17,11632,70,17,,NONE,,,PLAGE,,
2012-12-18,11629,88,13,80,HSX,2,1,ALPHA,,
2012-12-18,11631,75,23,140,DSI,9,10,BETA,,
2012-12-18,11632,84,19,50,CAO,6,6,BETA,,
2012-12-18,11633,-41,-7,340,EKI,12,15,BETA,,
2012-12-18,11634,-42,-13,70,HSX,2,1,ALPHA,,
2012-12-19,11631,89,23,80,DSO,9,5,BETA,,
2012-12-19,11633,-27,-7,320,EKI,12,13,BETA-GAMMA,,
2012-12-19,11634,-28,-13,80,HSX,4,5,ALPHA,,
2012-12-19,11635,-72,10,120,DSO,9,3,BETA,,
2012-12-20,11633,-13,-7,260,EKO,12,9,BETA,,
2012-12-20,11634,-14,-13,60,HSX,2,2,ALPHA,,
2012-12-20,11635,-58,9,110,CSO,7,5,BETA,,
2012-12-21,11633,0,-7,260,EKO,12,13,BETA,,
2012-12-21,11634,0,-13,60,HSX,2,2,ALPHA,,
2012-12-21,11635,-44,9,250,EKI,12,8,BETA,,
2012-12-22,11633,13,-7,260,EKI,12,15,BETA,,
2012-12-22,11634,12,-13,60,HSX,2,2,ALPHA,,
2012-12-22,11635,-35,9,250,EHI,12,8,BETA-GAMMA,,
2012-12-23,11633,27,-5,170,ESI,13,12,BETA,,
2012-12-23,11634,25,-12,60,CSO,6,7,BETA,,
2012-12-23,11635,-22,10,200,ESI,11,18,BETA-GAMMA,,
2012-12-24,11633,39,-7,200,EAI,13,25,BETA-GAMMA,,
2012-12-24,11634,33,-13,50,CAO,12,7,BETA,,
2012-12-24,11635,-9,12,200,DAI,8,28,BETA-GAMMA,,
2012-12-25,11633,55,-7,100,EAI,12,7,BETA,,
2012-12-25,11634,47,-13,20,CAO,14,3,BETA,,
2012-12-25,11635,5,11,210,DAC,7,13,BETA,,
2012-12-26,11633,68,-8,40,DSO,4,2,BETA,,
2012-12-26,11635,17,11,270,DAC,9,22,BETA-GAMMA,,
2012-12-26,11636,-59,13,10,BXO,4,4,BETA,,
2012-12-26,11634,60,-13,,NONE,,,PLAGE,,
2012-12-27,11633,86,-8,30,DSO,4,2,BETA,,
2012-12-27,11635,32,12,160,DSC,9,37,BETA-GAMMA,,
2012-12-27,11636,-45,12,10,BXO,1,2,BETA,,
2012-12-27,11637,-47,6,10,AXX,0,1,ALPHA,,
2012-12-27,11634,74,-13,,NONE,,,PLAGE,,
2012-12-28,11635,45,13,120,DSI,8,21,BETA,,
2012-12-28,11636,-30,9,10,AXX,1,1,ALPHA,,
2012-12-28,11637,-34,6,10,AXX,1,1,ALPHA,,
2012-12-28,11638,-67,12,80,HSX,2,1,ALPHA,,
2012-12-28,11639,-67,-16,50,DAO,5,4,BETA,,
2012-12-28,11634,88,-13,,NONE,,,PLAGE,,
2012-12-29,11635,57,12,50,CAO,8,7,BETA,,
2012-12-29,11637,-20,6,10,AXX,1,1,ALPHA,,
2012-12-29,11638,-56,12,150,HSX,3,1,ALPHA,,
2012-12-29,11639,-56,-16,90,DAO,5,5,BETA,,
2012-12-29,11636,-16,9,,NONE,,,PLAGE,,
2012-12-30,11635,74,13,20,HRX,1,2,ALPHA,,
2012-12-30,11637,-7,6,0,AXX,1,1,ALPHA,,
2012-12-30,11638,-43,12,150,HSX,3,1,ALPHA,,
2012-12-30,11639,-46,-16,70,CAO,5,5,BETA,,
2012-12-30,11636,-5,9,,NONE,,,PLAGE,-2,
2012-12-31,11638,-31,12,150,HSX,3,1,ALPHA,,
2012-12-31,11639,-32,-17,30,CRO,4,4,BETA,,
2012-12-31,11640,-20,28,40,DSO,6,2,BETA,,
2012-12-31,11635,88,13,,NONE,,,PLAGE,,
2012-12-31,11636,9,11,,NONE,,,PLAGE,11,9
2012-12-31,11637,6,6,,NONE,,,PLAGE,,
2013-01-01,11636,18,14,30,DSO,4,6,BETA,13,
2013-01-01,11638,-17,13,90,CAO,2,3,BETA,,
2013-01-01,11639,-17,-16,10,CSO,2,2,BETA,,
2013-01-01,11640,-6,28,80,CAO,8,11,BETA,,
2013-01-01,11641,-52,5,40,CSO,5,3,BETA,,
2013-01-01,11642,-71,-24,50,HAX,2,2,ALPHA,,
2013-01-01,11637,21,6,,NONE,,,PLAGE,,
2013-01-02,11636,29,14,10,BXO,5,3,BETA,27,
2013-01-02,11638,-6,13,140,DAO,4,8,BETA,,
2013-01-02,11639,-4,-16,10,AXX,1,1,ALPHA,,
2013-01-02,11640,6,28,180,DAI,10,23,BETA,,
2013-01-02,11641,-39,5,50,CAO,6,3,BETA,,
2013-01-02,11642,-62,-23,90,HSX,2,1,ALPHA,,
2013-01-02,11637,35,6,,NONE,,,PLAGE,,
2013-01-03,11638,7,13,110,CAO,3,4,BETA,,
2013-01-03,11640,21,28,220,EAI,12,18,BETA,,
2013-01-03,11641,-23,5,50,CSO,6,3,BETA,,
2013-01-03,11642,-48,-23,140,HSX,2,1,ALPHA,,
2013-01-03,11643,-45,-14,10,BXO,4,2,BETA,,
2013-01-03,11644,-66,15,80,ESO,12,2,BETA,,
2013-01-03,11636,41,14,,NONE,,,PLAGE,,
2013-01-03,11637,49,6,,NONE,,,PLAGE,,
2013-01-03,11639,10,-16,,NONE,,,PLAGE,,
2013-01-04,11638,21,13,100,HSX,3,2,ALPHA,,
2013-01-04,11640,35,28,240,EAI,13,28,BETA-GAMMA-DELTA,,
2013-01-04,11641,-7,5,50,HSX,1,1,ALPHA,,
2013-01-04,11642,-34,-24,80,HSX,2,1,ALPHA,,
2013-01-04,11644,-48,14,60,HSX,1,2,ALPHA,,
2013-01-04,11645,5,-13,30,DRO,4,11,BETA,,
2013-01-04,11646,-57,13,80,HSX,1,1,ALPHA,,
2013-01-04,11636,55,14,,NONE,,,PLAGE,,
2013-01-04,11637,63,6,,NONE,,,PLAGE,,
2013-01-04,11639,24,-16,,NONE,,,PLAGE,,
2013-01-04,11643,-31,-14,,NONE,,,PLAGE,,
2013-01-05,11638,34,13,80,HSX,2,1,ALPHA,,
2013-01-05,11640,48,28,320,EKI,13,24,BETA-GAMMA-DELTA,,
2013-01-05,11641,5,4,40,CAO,8,2,BETA,,
2013-01-05,11642,-22,-24,100,HSX,2,1,ALPHA,,
2013-01-05,11644,-35,15,40,HSX,2,1,ALPHA,,
2013-01-05,11645,18,-13,50,DAO,5,8,BETA,,
2013-01-05,11646,-45,14,30,HAX,1,1,ALPHA,,
2013-01-05,11647,55,16,30,CAO,5,4,BETA,,
2013-01-05,11648,-53,5,20,CRO,3,2,BETA,,
2013-01-05,11649,-74,-14,60,HSX,2,1,ALPHA,,
2013-01-05,11650,-77,-26,50,HSX,2,1,ALPHA,,
2013-01-05,11651,-48,19,10,AXX,1,1,ALPHA,,
2013-01-05,11636,69,14,,NONE,,,PLAGE,,
2013-01-05,11637,77,6,,NONE,,,PLAGE,,
2013-01-05,11639,38,-16,,NONE,,,PLAGE,,
2013-01-05,11643,-17,-14,,NONE,,,PLAGE,,
2013-01-06,11638,48,13,40,HSX,2,1,ALPHA,,
2013-01-06,11640,62,28,330,EKI,13,11,BETA-GAMMA-DELTA,,
2013-01-06,11641,20,4,40,HSX,2,3,ALPHA,,
2013-01-06,11642,-10,-24,80,HSX,3,1,ALPHA,,
2013-01-06,11644,-20,15,50,CSO,4,4,BETA,,
2013-01-06,11645,32,-14,30,CSO,8,5,BETA,,
2013-01-06,11646,-31,14,30,HSX,2,1,ALPHA,,
2013-01-06,11647,69,15,30,CAO,6,3,BETA,,
2013-01-06,11648,-40,5,40,CAO,7,3,BETA,,
2013-01-06,11649,-60,-15,80,HSX,2,1,ALPHA,,
2013-01-06,11650,-63,-28,190,EAO,11,5,BETA,,
2013-01-06,11651,-35,20,10,AXX,1,1,ALPHA,,
2013-01-06,11652,-74,20,60,HSX,3,1,ALPHA,,
2013-01-06,11653,-78,9,20,HRX,5,1,ALPHA,,
2013-01-06,11636,83,14,,NONE,,,PLAGE,,
2013-01-06,11639,52,-16,,NONE,,,PLAGE,,
2013-01-06,11643,-3,-14,,NONE,,,PLAGE,,
2013-01-07,11638,61,13,50,HSX,2,1,ALPHA,,
2013-01-07,11640,75,28,360,EHO,13,4,BETA,,
2013-01-07,11641,33,2,30,HSX,1,1,ALPHA,,
2013-01-07,11642,4,-25,90,HSX,2,1,ALPHA,,
2013-01-07,11644,-9,15,40,CSO,4,3,BETA,,
2013-01-07,11645,45,-13,10,BXO,4,4,BETA,,
2013-01-07,11646,-17,13,40,HSX,1,1,ALPHA,,
2013-01-07,11647,81,16,20,CRO,7,3,BETA,,
2013-01-07,11648,-26,5,30,CRO,6,6,BETA,,
2013-01-07,11649,-46,-15,70,HSX,2,1,ALPHA,,
2013-01-07,11650,-54,-29,240,EAO,14,9,BETA,,
2013-01-07,11651,-23,20,10,AXX,1,1,ALPHA,,
2013-01-07,11652,-61,20,120,DAO,8,8,BETA,,
2013-01-07,11653,-63,9,30,CSO,5,3,BETA,,
2013-01-07,11639,66,-16,,NONE,,,PLAGE,,
2013-01-07,11643,11,-14,,NONE,,,PLAGE,,
2013-01-08,11638,74,13,80,HSX,1,1,ALPHA,,
2013-01-08,11640,87,28,300,EHO,12,5,BETA,,
2013-01-08,11641,48,2,10,HRX,1,1,ALPHA,,
2013-01-08,11642,16,-25,120,HSX,2,1,ALPHA,,
2013-01-08,11644,6,15,60,HSX,1,1,ALPHA,,
2013-01-08,11645,58,-14,10,BXO,3,2,BETA,,
2013-01-08,11646,-4,13,60,HSX,1,1,ALPHA,,
2013-01-08,11648,-10,5,10,AXX,1,1,ALPHA,,
2013-01-08,11649,-32,-16,140,HSX,2,1,ALPHA,,
2013-01-08,11650,-42,-30,250,EHO,13,22,BETA,,
2013-01-08,11652,-50,17,320,FKC,17,34,BETA-GAMMA,,
2013-01-08,11653,-49,7,30,CRO,7,6,BETA,,
2013-01-08,11639,80,-16,,NONE,,,PLAGE,,
2013-01-08,11643,25,-14,,NONE,,,PLAGE,,
2013-01-08,11651,-9,20,,NONE,,,PLAGE,,
2013-01-09,11638,87,13,60,HSX,2,1,ALPHA,,
2013-01-09,11642,29,-25,80,HSX,2,1,ALPHA,,
2013-01-09,11644,19,15,40,HAX,2,1,ALPHA,,
2013-01-09,11645,72,-14,30,CRO,5,5,BETA,,
2013-01-09,11646,9,13,30,HRX,2,3,ALPHA,,
2013-01-09,11649,-18,-15,80,HSX,2,1,ALPHA,,
2013-01-09,11650,-30,-30,120,EAO,12,7,BETA,,
2013-01-09,11652,-38,19,210,FAC,17,19,BETA-GAMMA,,
2013-01-09,11653,-35,9,30,CRO,6,4,BETA,,
2013-01-09,11654,-71,8,260,HHX,5,2,ALPHA,,
2013-01-09,11641,59,2,,NONE,,,PLAGE,,
2013-01-09,11643,39,-14,,NONE,,,PLAGE,,
2013-01-09,11648,3,5,,NONE,,,PLAGE,,
2013-01-09,11651,5,20,,NONE,,,PLAGE,,
2013-01-10,11642,41,-25,50,HSX,2,1,ALPHA,,
2013-01-10,11644,31,13,20,HAX,1,1,ALPHA,,
2013-01-10,11645,85,-14,30,CRO,5,2,BETA,,
2013-01-10,11648,14,5,10,AXX,4,3,ALPHA,,
2013-01-10,11649,-5,-15,70,HSX,2,1,ALPHA,,
2013-01-10,11650,-16,-30,100,EAO,13,7,BETA,,
2013-01-10,11652,-25,19,200,EAC,13,18,BETA-GAMMA,,
2013-01-10,11653,-21,9,20,CSO,3,2,BETA,,
2013-01-10,11654,-60,10,350,EKI,14,15,BETA,,
2013-01-10,11655,2,-22,10,BXO,3,3,BETA,,
2013-01-10,11641,74,2,,NONE,,,PLAGE,,
2013-01-10,11643,53,-14,,NONE,,,PLAGE,,
2013-01-10,11646,23,13,,NONE,,,PLAGE,,
2013-01-10,11651,19,20,,NONE,,,PLAGE,,
2013-01-11,11642,56,-24,60,HSX,2,1,ALPHA,,
2013-01-11,11644,44,15,20,HSX,1,1,ALPHA,,
2013-01-11,11649,7,-15,60,HSX,2,1,ALPHA,,
2013-01-11,11650,-1,-29,120,EAO,12,8,BETA,,
2013-01-11,11652,-11,20,230,EAC,13,29,BETA-GAMMA,,
2013-01-11,11653,-6,11,10,HSX,1,1,ALPHA,,
2013-01-11,11654,-47,8,770,FKI,16,21,BETA-GAMMA,,
2013-01-11,11655,11,-21,30,CSO,4,3,BETA,,
2013-01-11,11641,89,2,,NONE,,,PLAGE,,
2013-01-11,11643,67,-14,,NONE,,,PLAGE,,
2013-01-11,11646,37,13,,NONE,,,PLAGE,,
2013-01-11,11648,27,5,,NONE,,,PLAGE,,
2013-01-11,11651,33,20,,NONE,,,PLAGE,,
2013-01-12,11642,70,-25,110,HSX,3,1,ALPHA,,
2013-01-12,11644,58,15,20,HSX,1,1,ALPHA,,
2013-01-12,11649,21,-16,60,CAO,3,3,BETA,,
2013-01-12,11650,16,-28,110,CAO,5,2,BETA,,
2013-01-12,11652,0,19,210,EAI,13,16,BETA-GAMMA,,
2013-01-12,11653,8,9,10,CAO,0,2,BETA,,
2013-01-12,11654,-31,8,1100,FKI,17,36,BETA-GAMMA,,
2013-01-12,11655,24,-21,10,CRO,5,2,BETA,,
2013-01-12,11656,-52,22,10,AXX,0,1,ALPHA,,
2013-01-12,11657,-23,-17,10,CRO,2,2,BETA,,
2013-01-12,11643,81,-14,,NONE,,,PLAGE,,
2013-01-12,11646,51,13,,NONE,,,PLAGE,,
2013-01-12,11648,42,5,,NONE,,,PLAGE,,
2013-01-12,11651,47,20,,NONE,,,PLAGE,,
2013-01-13,11642,84,-25,110,HSX,3,1,ALPHA,,
2013-01-13,11644,72,15,20,HSX,1,1,ALPHA,,
2013-01-13,11649,35,-16,60,CAO,3,3,BETA,,
2013-01-13,11650,30,-28,60,CAO,3,3,BETA,,
2013-01-13,11652,14,19,210,EAI,13,16,BETA-GAMMA,,
2013-01-13,11653,21,9,10,CAO,1,2,BETA,,
2013-01-13,11654,-18,8,950,FKC,17,31,BETA-GAMMA,,
2013-01-13,11655,37,-21,10,BXO,5,2,BETA,,
2013-01-13,11656,-39,22,30,CRO,7,7,BETA,,
2013-01-13,11646,64,13,,NONE,,,PLAGE,,
2013-01-13,11648,55,5,,NONE,,,PLAGE,,
2013-01-13,11651,60,20,,NONE,,,PLAGE,,
2013-01-13,11657,-9,-17,,NONE,,,PLAGE,,
2013-01-14,11649,49,-16,60,CAO,3,3,BETA,,
2013-01-14,11650,44,-28,60,CAO,3,3,BETA,,
2013-01-14,11652,28,19,210,CAO,4,16,BETA-GAMMA,,
2013-01-14,11654,-4,8,950,FKC,17,31,BETA-GAMMA,,
2013-01-14,11656,-25,22,30,CRO,7,7,BETA,,
2013-01-14,11658,-63,-12,100,CSO,4,6,BETA,,
2013-01-14,11644,86,15,,NONE,,,PLAGE,,
2013-01-14,11646,78,13,,NONE,,,PLAGE,,
2013-01-14,11648,70,5,,NONE,,,PLAGE,,
2013-01-14,11651,74,20,,NONE,,,PLAGE,,
2013-01-14,11653,35,9,,NONE,,,PLAGE,,
2013-01-14,11655,51,-21,,NONE,,,PLAGE,,
2013-01-14,11657,5,-17,,NONE,,,PLAGE,,
2013-01-15,11649,62,-15,30,HAX,5,2,ALPHA,,
2013-01-15,11650,52,-30,50,HAX,1,1,ALPHA,,
2013-01-15,11652,44,18,160,HAX,2,5,ALPHA,,
2013-01-15,11654,5,8,920,FKC,21,49,BETA-GAMMA,,
2013-01-15,11656,-15,23,10,BXO,7,4,BETA,,
2013-01-15,11658,-51,-11,90,CSO,6,7,BETA,,
2013-01-15,11648,85,5,,NONE,,,PLAGE,,
2013-01-15,11651,88,20,,NONE,,,PLAGE,,
2013-01-15,11653,49,9,,NONE,,,PLAGE,,
2013-01-15,11655,65,-21,,NONE,,,PLAGE,,
2013-01-15,11657,19,-17,,NONE,,,PLAGE,,
2013-01-16,11649,75,-16,20,HRX,1,1,ALPHA,,
2013-01-16,11650,65,-31,10,AXX,2,4,ALPHA,,
2013-01-16,11652,59,19,120,CAO,3,4,BETA,,
2013-01-16,11654,19,6,990,FKC,21,45,BETA-GAMMA-DELTA,,
2013-01-16,11656,0,22,10,AXX,1,1,ALPHA,,
2013-01-16,11658,-36,-12,130,CSO,5,5,BETA,,
2013-01-16,11653,63,9,,NONE,,,PLAGE,,
2013-01-16,11655,79,-21,,NONE,,,PLAGE,,
2013-01-16,11657,33,-17,,NONE,,,PLAGE,,
2013-01-17,11652,72,19,90,HAX,2,2,ALPHA,,
2013-01-17,11654,33,6,590,FKC,21,18,BETA-GAMMA-DELTA,,
2013-01-17,11656,14,21,10,AXX,0,1,ALPHA,,
2013-01-17,11658,-21,-12,90,HAX,2,1,ALPHA,,
2013-01-17,11649,89,-16,,NONE,,,PLAGE,,
2013-01-17,11650,79,-31,,NONE,,,PLAGE,,
2013-01-17,11653,77,9,,NONE,,,PLAGE,,
2013-01-17,11657,47,-17,,NONE,,,PLAGE,,
2013-01-18,11652,82,18,30,HAX,1,2,ALPHA,,
2013-01-18,11654,47,7,540,FKC,20,27,BETA-GAMMA,,
2013-01-18,11658,-8,-13,70,HAX,2,2,ALPHA,,
2013-01-18,11659,-53,4,10,BXO,1,3,BETA,,
2013-01-18,11656,28,21,,NONE,,,PLAGE,,
2013-01-18,11657,61,-17,,NONE,,,PLAGE,,
2013-01-19,11654,59,7,460,FKO,22,18,BETA-GAMMA,,
2013-01-19,11658,5,-12,90,HSX,2,3,ALPHA,,
2013-01-19,11659,-40,4,10,BXO,3,5,BETA,,
2013-01-19,11656,42,21,,NONE,,,PLAGE,,
2013-01-19,11657,75,-17,,NONE,,,PLAGE,,
2013-01-20,11654,73,7,360,FKO,22,11,BETA-GAMMA,,
2013-01-20,11658,19,-13,70,HSX,2,1,ALPHA,,
2013-01-20,11660,-12,11,50,DSO,4,4,BETA,,
2013-01-20,11656,56,21,,NONE,,,PLAGE,,
2013-01-20,11657,89,-17,,NONE,,,PLAGE,,
2013-01-20,11659,-27,4,,NONE,,,PLAGE,,
2013-01-21,11654,84,8,280,FKO,18,9,BETA-GAMMA,,
2013-01-21,11658,32,-12,60,HSX,2,1,ALPHA,,
2013-01-21,11660,2,13,70,DAO,5,8,BETA,,
2013-01-21,11656,70,21,,NONE,,,PLAGE,,
2013-01-21,11659,-12,4,,NONE,,,PLAGE,,
2013-01-22,11654,88,9,10,BXO,3,4,BETA,,
2013-01-22,11658,46,-12,70,HSX,2,1,ALPHA,,
2013-01-22,11660,15,12,100,DAI,7,15,BETA-GAMMA,,
2013-01-22,11656,84,21,,NONE,,,PLAGE,,
2013-01-22,11659,3,4,,NONE,,,PLAGE,,
2013-01-23,11658,60,-12,60,HSX,2,1,ALPHA,,
2013-01-23,11660,28,14,190,DAC,9,21,BETA-GAMMA,,
2013-01-23,11661,-65,13,20,HRX,0,1,ALPHA,-60,
2013-01-23,11659,18,4,,NONE,,,PLAGE,,
2013-01-24,11658,73,-12,60,HSX,2,1,ALPHA,,
2013-01-24,11660,42,13,200,DAI,10,25,BETA-GAMMA,,
2013-01-24,11661,-46,14,20,CSO,1,1,BETA,-56,13
2013-01-24,11662,-64,26,60,HSX,1,1,ALPHA,,
2013-01-24,11659,33,4,,NONE,,,PLAGE,,
